time,C6H6,CO,NO2,O3,PM10,PM25,SO2
2024-06-23 08:00:00,0.1,0.218,2.3,58.4,10.3,8.0,6.6
2024-06-23 09:00:00,0.08,0.228,3.0,58.2,8.8,7.0,6.1
2024-06-23 10:00:00,0.09,0.231,3.2,55.8,8.6,6.7,6.8
2024-06-23 11:00:00,0.08,0.241,2.6,61.0,7.6,4.9,6.4
2024-06-23 12:00:00,0.09,0.223,1.9,65.0,8.2,4.6,6.5
2024-06-23 13:00:00,0.06,0.234,2.3,61.2,6.6,4.7,6.4
2024-06-23 14:00:00,0.08,0.215,2.4,64.5,7.7,4.7,6.4
2024-06-23 15:00:00,0.07,0.221,2.3,62.0,6.8,5.1,6.8
2024-06-23 16:00:00,0.07,0.228,2.3,63.5,6.9,5.2,6.5
2024-06-23 17:00:00,0.08,0.244,3.1,60.1,6.9,5.3,6.3
2024-06-23 18:00:00,0.1,0.219,2.7,60.5,7.2,5.6,6.1
2024-06-23 19:00:00,0.08,0.218,2.4,61.8,7.2,5.7,6.3
2024-06-23 20:00:00,0.1,0.22,2.7,56.7,7.6,6.2,5.7
2024-06-23 21:00:00,0.1,0.206,2.4,54.8,8.8,7.4,5.7
2024-06-23 22:00:00,0.11,0.224,2.1,54.3,10.2,8.6,5.2
2024-06-23 23:00:00,0.1,0.214,2.0,51.7,10.1,8.4,6.1
2024-06-24 00:00:00,0.11,0.222,1.8,52.1,10.6,8.7,5.9
2024-06-24 01:00:00,0.12,0.23,2.0,53.2,11.3,9.4,5.9
2024-06-24 02:00:00,0.12,0.227,2.1,52.6,11.4,9.5,5.9
2024-06-24 03:00:00,0.13,0.234,2.1,51.8,11.5,9.5,5.8
2024-06-24 04:00:00,0.12,0.226,2.7,50.8,11.4,9.5,5.8
2024-06-24 05:00:00,0.1,0.234,4.4,48.7,11.3,9.3,5.6
2024-06-24 06:00:00,0.12,0.233,5.8,46.2,11.3,9.1,5.6
2024-06-24 07:00:00,0.2,0.243,8.2,45.2,11.4,8.9,5.2
2024-06-24 08:00:00,0.17,0.341,5.6,45.1,10.8,8.5,4.2
2024-06-24 09:00:00,0.16,0.229,3.5,48.5,10.8,8.3,5.6
2024-06-24 10:00:00,0.09,0.224,2.6,55.4,21.8,8.8,5.3
2024-06-24 11:00:00,0.09,0.23,2.7,59.0,15.5,7.9,4.9
2024-06-24 12:00:00,0.12,0.231,2.9,59.5,12.3,7.4,5.6
2024-06-24 13:00:00,0.1,0.229,2.8,60.5,11.5,7.2,5.3
2024-06-24 14:00:00,0.1,0.227,2.8,60.9,14.3,7.1,4.9
2024-06-24 15:00:00,0.09,0.238,3.0,57.9,17.7,7.0,5.2
2024-06-24 16:00:00,0.2,0.283,3.2,59.4,10.0,6.0,5.1
2024-06-24 17:00:00,0.08,0.249,2.4,62.0,9.3,5.5,5.2
2024-06-24 18:00:00,0.06,0.238,2.2,63.0,9.3,5.7,4.9
2024-06-24 19:00:00,0.08,0.23,2.1,64.4,9.9,6.0,4.8
2024-06-24 20:00:00,0.07,0.232,2.7,61.6,9.8,6.6,4.9
2024-06-24 21:00:00,0.08,0.227,5.1,55.5,8.9,6.9,4.1
2024-06-24 22:00:00,0.1,0.26,6.1,49.9,9.4,7.4,4.3
2024-06-24 23:00:00,0.13,0.244,6.0,42.4,9.4,7.9,4.2
2024-06-25 00:00:00,0.16,0.246,7.1,33.8,9.5,8.0,4.3
2024-06-25 01:00:00,0.12,0.262,8.1,30.5,9.9,8.4,4.0
2024-06-25 02:00:00,0.12,0.228,4.7,39.5,10.9,9.5,4.3
2024-06-25 03:00:00,0.09,0.209,4.6,42.1,11.9,10.4,4.2
2024-06-25 04:00:00,0.09,0.208,6.6,36.3,12.3,10.9,4.3
2024-06-25 05:00:00,0.09,0.201,5.4,39.6,12.5,10.8,4.1
2024-06-25 06:00:00,0.11,0.204,6.8,43.5,14.2,11.5,4.4
2024-06-25 07:00:00,0.28,0.241,4.3,50.9,14.8,10.1,4.5
2024-06-25 08:00:00,0.15,0.209,3.2,55.5,15.8,8.7,4.6
2024-06-25 09:00:00,0.11,0.223,2.7,61.7,12.7,7.8,4.3
2024-06-25 10:00:00,0.45,0.252,3.1,67.4,27.1,8.5,4.5
2024-06-25 11:00:00,0.48,0.241,9.8,68.8,31.2,7.9,4.2
2024-06-25 12:00:00,0.23,0.28,4.6,74.3,12.6,6.9,4.1
2024-06-25 13:00:00,0.13,0.242,3.5,79.4,12.6,6.5,4.3
2024-06-25 14:00:00,0.12,0.258,5.2,82.7,12.7,6.4,4.8
2024-06-25 15:00:00,0.15,0.258,5.2,83.8,15.7,6.8,4.6
2024-06-25 16:00:00,0.15,0.256,5.2,82.9,13.2,6.7,5.2
2024-06-25 17:00:00,0.15,0.271,7.3,80.0,14.2,6.8,5.1
2024-06-25 18:00:00,0.17,0.273,4.9,83.7,13.1,6.5,4.9
2024-06-25 19:00:00,0.19,0.274,5.8,80.0,20.7,7.5,4.4
2024-06-25 20:00:00,0.24,0.308,16.1,56.3,27.5,9.9,4.9
2024-06-25 21:00:00,0.63,0.388,21.0,38.0,26.9,13.1,4.8
2024-06-25 22:00:00,0.74,0.323,21.1,41.8,18.5,13.5,5.0
2024-06-25 23:00:00,0.48,0.302,15.4,48.1,17.3,12.9,5.1
2024-06-26 00:00:00,0.5,0.299,23.4,29.8,19.6,14.7,4.6
2024-06-26 01:00:00,0.66,0.297,14.4,31.9,20.2,15.9,4.3
2024-06-26 02:00:00,0.47,0.269,10.5,28.6,18.5,15.0,5.0
2024-06-26 03:00:00,0.41,0.279,9.0,25.1,18.2,15.6,5.0
2024-06-26 04:00:00,0.45,0.291,9.1,24.5,22.8,19.4,4.8
2024-06-26 05:00:00,0.51,0.309,16.2,22.5,38.3,33.2,5.3
2024-06-26 06:00:00,0.59,0.335,30.7,27.9,37.4,24.4,5.3
2024-06-26 07:00:00,0.47,0.313,26.0,46.6,34.8,15.4,5.2
2024-06-26 08:00:00,0.35,0.262,11.3,69.7,22.0,10.4,4.6
2024-06-26 09:00:00,0.19,0.255,5.8,78.1,16.0,8.6,5.1
2024-06-26 10:00:00,0.17,0.26,4.2,82.6,23.7,9.0,4.9
2024-06-26 11:00:00,0.18,0.281,4.8,83.8,38.0,9.7,4.9
2024-06-26 12:00:00,0.16,0.259,4.3,89.1,14.1,8.3,5.1
2024-06-26 13:00:00,0.16,0.255,5.5,90.6,14.9,8.3,4.9
2024-06-26 14:00:00,0.15,0.265,6.9,93.4,17.0,8.4,4.7
2024-06-26 15:00:00,0.18,0.27,8.1,95.7,22.9,8.8,4.9
2024-06-26 16:00:00,0.22,0.288,7.6,100.0,16.8,7.8,5.4
2024-06-26 17:00:00,0.19,0.275,7.2,101.1,14.8,7.4,5.6
2024-06-26 18:00:00,0.17,0.282,7.8,101.2,19.7,8.1,5.5
2024-06-26 19:00:00,0.25,0.267,8.7,99.5,21.3,8.7,6.0
2024-06-26 20:00:00,0.22,0.295,12.5,86.0,33.5,11.2,6.1
2024-06-26 21:00:00,0.41,0.315,21.5,68.3,35.2,13.9,6.7
2024-06-26 22:00:00,0.87,0.295,21.8,63.1,28.5,14.8,6.1
2024-06-26 23:00:00,1.08,0.299,12.2,70.4,29.6,18.0,6.4
2024-06-27 00:00:00,0.53,0.283,8.5,73.0,27.3,18.5,6.2
2024-06-27 01:00:00,0.44,0.273,11.7,55.3,24.7,18.8,6.1
2024-06-27 02:00:00,0.44,0.281,9.1,51.2,25.6,20.7,5.5
2024-06-27 03:00:00,0.41,0.274,9.2,47.6,24.8,20.3,6.0
2024-06-27 04:00:00,0.41,0.279,9.3,53.7,27.9,22.1,6.4
2024-06-27 05:00:00,0.37,0.31,12.0,53.6,38.2,30.2,6.6
2024-06-27 06:00:00,0.36,0.321,24.1,46.3,39.0,21.5,6.6
2024-06-27 07:00:00,0.6,0.337,16.9,62.4,33.7,15.2,6.8
2024-06-27 08:00:00,0.24,0.299,11.8,75.9,30.1,13.0,5.8
2024-06-27 09:00:00,0.2,0.296,8.7,85.8,26.2,11.0,5.6
2024-06-27 10:00:00,0.2,0.289,7.0,93.6,52.8,12.0,6.3
2024-06-27 11:00:00,0.23,0.294,7.2,95.0,55.5,12.7,5.8
2024-06-27 12:00:00,0.17,0.287,6.2,100.6,21.1,9.3,5.5
2024-06-27 13:00:00,0.18,0.29,6.1,108.3,19.2,8.6,5.6
2024-06-27 14:00:00,0.16,0.29,6.8,113.2,17.5,8.5,5.6
2024-06-27 15:00:00,0.18,0.284,7.4,109.2,19.3,8.7,5.6
2024-06-27 16:00:00,0.17,0.285,7.6,109.9,19.9,8.7,5.5
2024-06-27 17:00:00,0.23,0.305,7.9,112.3,20.2,9.0,5.9
2024-06-27 18:00:00,0.19,0.312,8.8,112.3,22.7,9.6,5.9
2024-06-27 19:00:00,0.24,0.329,11.3,105.1,26.3,11.3,7.0
2024-06-27 20:00:00,0.27,0.322,13.8,96.1,30.7,13.3,7.7
2024-06-27 21:00:00,0.33,0.32,17.1,82.6,31.8,14.8,7.6
2024-06-27 22:00:00,0.33,0.326,14.3,76.5,31.6,16.0,6.5
2024-06-27 23:00:00,0.32,0.316,14.4,71.5,28.2,16.7,6.2
2024-06-28 00:00:00,0.26,0.301,11.4,69.4,27.8,17.4,5.6
2024-06-28 01:00:00,0.32,0.293,7.8,67.7,26.5,17.8,5.8
2024-06-28 02:00:00,0.24,0.294,7.3,66.3,26.9,18.4,6.1
2024-06-28 03:00:00,0.24,0.322,8.7,59.7,30.6,20.5,6.0
2024-06-28 04:00:00,0.26,0.299,10.1,57.4,32.9,21.7,6.5
2024-06-28 05:00:00,0.27,0.314,10.9,57.4,31.1,20.0,6.7
2024-06-28 06:00:00,0.27,0.334,15.4,55.8,31.7,18.9,6.9
2024-06-28 07:00:00,0.35,0.358,20.1,64.0,31.0,16.5,6.8
2024-06-28 08:00:00,0.32,0.322,9.0,83.1,33.2,14.2,6.1
2024-06-28 09:00:00,0.24,0.318,8.3,90.9,35.1,13.7,6.8
2024-06-28 10:00:00,0.24,0.318,6.9,94.7,36.7,13.0,7.0
2024-06-28 11:00:00,0.2,0.305,7.4,99.0,27.9,10.8,7.3
2024-06-28 12:00:00,0.21,0.316,7.8,101.2,33.1,10.6,7.9
2024-06-28 13:00:00,0.2,0.327,6.2,104.4,36.7,11.8,7.1
2024-06-28 14:00:00,0.2,0.325,7.0,105.3,33.4,11.9,7.1
2024-06-28 15:00:00,0.2,0.322,7.4,105.5,32.4,12.3,6.8
2024-06-28 16:00:00,0.22,0.319,9.2,101.2,29.7,12.6,6.1
2024-06-28 17:00:00,0.27,0.308,8.0,105.0,30.2,13.7,6.2
2024-06-28 18:00:00,0.26,0.337,10.4,105.6,32.8,15.2,6.4
2024-06-28 19:00:00,0.32,0.33,9.7,104.6,43.4,15.1,6.8
2024-06-28 20:00:00,0.13,0.28,4.5,101.7,15.3,11.6,5.7
2024-06-28 21:00:00,0.11,0.275,4.9,89.3,13.9,11.4,5.6
2024-06-28 22:00:00,0.12,0.29,4.5,70.9,14.3,12.3,6.0
2024-06-28 23:00:00,0.12,0.305,3.1,72.1,16.1,14.1,5.7
2024-06-29 00:00:00,0.12,0.293,2.9,69.4,17.4,15.3,5.8
2024-06-29 01:00:00,0.12,0.301,3.4,62.1,19.9,17.2,5.6
2024-06-29 02:00:00,0.13,0.3,3.0,60.4,21.9,18.6,5.3
2024-06-29 03:00:00,0.13,0.292,2.7,56.7,23.1,18.9,5.1
2024-06-29 04:00:00,0.13,0.287,3.0,55.2,22.4,17.9,5.0
2024-06-29 05:00:00,0.13,0.295,3.2,54.8,21.6,16.7,5.1
2024-06-29 06:00:00,0.12,0.305,2.9,52.2,21.2,15.9,4.9
2024-06-29 07:00:00,0.11,0.29,2.6,55.1,19.7,14.3,4.4
2024-06-29 08:00:00,0.13,0.294,2.6,60.3,18.4,10.8,5.3
2024-06-29 09:00:00,0.12,0.271,2.4,68.3,15.8,8.3,4.6
2024-06-29 10:00:00,0.09,0.277,2.4,73.9,14.0,7.6,4.6
2024-06-29 11:00:00,0.09,0.273,2.3,86.8,13.4,7.3,4.4
2024-06-29 12:00:00,0.08,0.267,2.5,92.9,13.3,7.3,4.0
2024-06-29 13:00:00,0.08,0.28,2.6,91.3,13.0,7.1,4.8
2024-06-29 14:00:00,0.09,0.285,2.1,93.8,13.0,7.2,5.1
2024-06-29 15:00:00,0.07,0.274,2.3,93.6,12.5,6.9,4.8
2024-06-29 16:00:00,,,,,,,
2024-06-29 17:00:00,,,,,,,
2024-06-29 18:00:00,,,,,,,
2024-06-29 19:00:00,,,,,,,
2024-06-29 20:00:00,,,,,,,
2024-06-29 21:00:00,,,,,,,
2024-06-29 22:00:00,,,,,,,
2024-06-29 23:00:00,,,,,,,
2024-06-30 00:00:00,,,,,,,
2024-06-30 01:00:00,,,,,,,
2024-06-30 02:00:00,,,,,,,
2024-06-30 03:00:00,,,,,,,
2024-06-30 04:00:00,,,,,,,
2024-06-30 05:00:00,,,,,,,
2024-06-30 06:00:00,,,,,,,
2024-06-30 07:00:00,,,,,,,
2024-06-30 08:00:00,,,,,,,
2024-06-30 09:00:00,,,,,,,
2024-06-30 10:00:00,,,,,,,
2024-06-30 11:00:00,,,,,,,
2024-06-30 12:00:00,,,,,,,
2024-06-30 13:00:00,,,,,,,
2024-06-30 14:00:00,,,,,,,
2024-06-30 15:00:00,,,,,,,
2024-06-30 16:00:00,,,,,,,
2024-06-30 17:00:00,,,,,,,
2024-06-30 18:00:00,,,,,,,
2024-06-30 19:00:00,,,,,,,
2024-06-30 20:00:00,,,,,,,
2024-06-30 21:00:00,,,,,,,
2024-06-30 22:00:00,,,,,,,
2024-06-30 23:00:00,,,,,,,
2024-07-01 00:00:00,,,,,,,
2024-07-01 01:00:00,,,,,,,
2024-07-01 02:00:00,,,,,,,
2024-07-01 03:00:00,,,,,,,
2024-07-01 04:00:00,,,,,,,
2024-07-01 05:00:00,,,,,,,
2024-07-01 06:00:00,,,,,,,
2024-07-01 07:00:00,,,,,,,
2024-07-01 08:00:00,,,,,,,
2024-07-01 09:00:00,0.1,0.327,4.7,,8.6,6.9,
2024-07-01 10:00:00,0.1,0.273,3.5,,7.1,5.3,5.3
2024-07-01 11:00:00,0.09,0.334,3.9,,7.1,5.3,5.7
2024-07-01 12:00:00,0.14,0.325,3.5,,7.8,5.2,5.4
2024-07-01 13:00:00,0.1,0.309,3.3,,8.3,5.5,6.0
2024-07-01 14:00:00,0.08,0.292,3.3,,8.1,5.4,6.0
2024-07-01 15:00:00,0.07,0.277,2.8,,8.0,5.4,6.5
2024-07-01 16:00:00,0.07,0.286,3.3,,7.8,5.4,6.4
2024-07-01 17:00:00,0.07,0.269,2.7,,7.5,5.1,6.1
2024-07-01 18:00:00,0.06,0.285,2.4,,7.5,5.1,6.4
2024-07-01 19:00:00,0.09,0.276,2.6,,7.6,5.2,6.4
2024-07-01 20:00:00,0.09,0.293,4.8,,9.4,6.1,6.5
2024-07-01 21:00:00,0.2,0.32,13.5,,11.1,7.9,6.0
2024-07-01 22:00:00,0.28,0.288,12.7,,12.2,9.3,6.9
2024-07-01 23:00:00,0.23,0.277,9.0,,12.4,10.1,6.4
2024-07-02 00:00:00,0.16,0.257,6.9,,9.5,7.5,6.3
2024-07-02 01:00:00,0.16,0.267,10.9,,10.1,8.1,6.4
2024-07-02 02:00:00,0.15,0.287,10.9,,12.5,10.5,7.2
2024-07-02 03:00:00,0.13,0.274,5.6,,9.6,7.7,6.8
2024-07-02 04:00:00,0.11,0.285,4.1,,8.9,7.1,7.6
2024-07-02 05:00:00,0.15,0.325,11.0,,9.9,7.8,7.1
2024-07-02 06:00:00,0.2,0.339,14.9,,10.8,8.1,7.4
2024-07-02 07:00:00,0.27,0.352,13.6,,16.0,12.6,7.4
2024-07-02 08:00:00,0.2,0.326,6.9,,17.2,14.0,6.2
2024-07-02 09:00:00,0.14,0.283,4.8,56.8,11.5,9.4,7.6
2024-07-02 10:00:00,0.11,0.274,4.6,62.4,11.1,9.1,6.6
2024-07-02 11:00:00,0.1,0.289,4.9,62.7,9.7,7.7,6.9
2024-07-02 12:00:00,0.1,0.286,5.5,58.4,6.5,5.3,7.1
2024-07-02 13:00:00,0.1,0.282,6.1,58.2,5.5,4.4,7.3
2024-07-02 14:00:00,0.09,0.277,4.9,63.9,6.1,4.9,7.2
2024-07-02 15:00:00,0.08,0.271,3.8,73.3,5.4,4.1,6.5
2024-07-02 16:00:00,0.08,0.267,4.3,70.0,5.1,3.9,7.3
2024-07-02 17:00:00,0.07,0.25,2.6,74.3,5.3,4.1,7.2
2024-07-02 18:00:00,0.08,0.266,4.4,68.1,5.6,4.4,7.6
2024-07-02 19:00:00,0.1,0.28,4.3,62.9,5.9,4.7,6.9
2024-07-02 20:00:00,0.1,0.302,5.4,50.8,6.7,5.3,7.1
2024-07-02 21:00:00,0.15,0.303,8.9,36.1,9.7,7.9,7.1
2024-07-02 22:00:00,0.18,0.262,5.5,43.1,8.1,6.3,6.8
2024-07-02 23:00:00,0.11,0.291,5.3,44.6,7.9,6.0,7.3
2024-07-03 00:00:00,0.13,0.336,4.2,40.9,8.6,6.6,7.2
2024-07-03 01:00:00,0.15,0.348,3.5,38.3,9.2,7.0,7.6
2024-07-03 02:00:00,0.13,0.364,3.4,40.8,9.8,7.6,7.5
2024-07-03 03:00:00,0.12,0.316,3.3,37.6,11.3,8.4,7.3
2024-07-03 04:00:00,0.12,0.319,4.3,35.3,11.8,9.0,7.2
2024-07-03 05:00:00,0.13,0.358,5.4,35.7,12.3,9.2,7.7
2024-07-03 06:00:00,0.14,0.349,4.7,38.2,13.5,10.0,7.5
2024-07-03 07:00:00,0.15,0.346,6.6,36.9,12.9,9.4,7.6
2024-07-03 08:00:00,0.18,0.31,6.1,45.3,12.1,8.6,7.3
2024-07-03 09:00:00,0.12,0.261,3.7,53.4,12.2,7.2,7.4
2024-07-03 10:00:00,0.19,0.303,8.5,47.5,10.2,7.0,7.6
2024-07-03 11:00:00,0.13,0.257,3.8,50.5,11.9,7.7,7.1
2024-07-03 12:00:00,0.13,0.29,4.7,50.8,8.2,5.8,7.5
2024-07-03 13:00:00,0.1,0.269,6.0,48.0,6.9,5.5,7.8
2024-07-03 14:00:00,0.09,0.247,3.6,56.8,6.5,5.2,7.4
2024-07-03 15:00:00,0.13,0.282,5.5,52.6,8.6,6.9,6.9
2024-07-03 16:00:00,0.11,0.299,3.9,53.9,9.2,7.3,7.1
2024-07-03 17:00:00,0.1,0.253,3.7,56.4,10.3,7.7,7.3
2024-07-03 18:00:00,0.09,0.249,4.0,65.3,11.9,8.6,7.3
2024-07-03 19:00:00,0.07,0.246,3.4,64.6,14.1,9.1,7.3
2024-07-03 20:00:00,0.08,0.244,3.4,57.8,12.9,8.9,6.5
2024-07-03 21:00:00,0.12,0.26,6.9,40.2,14.2,11.3,7.1
2024-07-03 22:00:00,0.32,0.347,33.7,6.3,14.9,11.3,6.2
2024-07-03 23:00:00,0.42,0.311,15.2,7.5,15.0,11.4,6.4
2024-07-04 00:00:00,0.58,0.32,10.4,5.1,15.1,11.5,6.3
2024-07-04 01:00:00,0.54,0.304,9.7,3.5,14.2,10.9,6.0
2024-07-04 02:00:00,0.47,0.316,9.6,3.6,13.1,10.2,6.6
2024-07-04 03:00:00,0.46,0.325,9.8,3.5,13.1,10.2,7.0
2024-07-04 04:00:00,0.46,0.33,9.1,3.6,13.4,10.5,6.7
2024-07-04 05:00:00,0.63,0.362,7.7,4.1,14.1,11.0,6.1
2024-07-04 06:00:00,0.92,0.362,16.9,10.0,16.2,12.3,7.0
2024-07-04 07:00:00,0.9,0.39,16.4,33.6,17.0,11.3,8.7
2024-07-04 08:00:00,0.37,0.313,5.0,58.1,13.5,8.4,6.7
2024-07-04 09:00:00,0.12,0.251,3.1,66.9,12.3,8.2,7.5
2024-07-04 10:00:00,0.07,0.256,3.6,71.4,11.4,6.8,6.9
2024-07-04 11:00:00,0.09,0.256,5.0,71.3,11.1,6.6,6.9
2024-07-04 12:00:00,0.08,0.305,4.1,72.8,11.2,7.0,6.9
2024-07-04 13:00:00,0.13,0.26,6.8,74.5,19.2,8.5,7.2
2024-07-04 14:00:00,0.15,0.265,9.3,73.0,25.9,10.0,6.9
2024-07-04 15:00:00,0.11,0.267,8.9,71.9,17.9,9.0,6.7
2024-07-04 16:00:00,0.13,0.254,7.1,74.9,12.1,7.7,6.5
2024-07-04 17:00:00,0.14,0.256,9.1,76.7,12.3,7.9,7.8
2024-07-04 18:00:00,0.16,0.271,11.7,73.3,13.5,8.9,9.7
2024-07-04 19:00:00,0.17,0.253,8.8,75.1,13.2,9.1,8.5
2024-07-04 20:00:00,0.15,0.271,8.9,70.7,14.2,9.8,8.3
2024-07-04 21:00:00,0.19,0.302,13.5,61.4,14.2,10.5,9.0
2024-07-04 22:00:00,0.2,0.287,10.8,58.4,14.0,11.3,7.4
2024-07-04 23:00:00,0.17,0.258,6.6,60.2,14.4,11.7,7.4
2024-07-05 00:00:00,0.17,0.26,6.2,62.8,13.9,11.5,7.4
2024-07-05 01:00:00,0.13,0.238,2.8,81.7,7.6,6.2,7.2
2024-07-05 02:00:00,0.08,0.238,2.0,80.4,6.6,5.4,7.0
2024-07-05 03:00:00,0.08,0.248,1.8,70.1,6.5,5.5,6.9
2024-07-05 04:00:00,0.07,0.238,2.2,61.5,6.8,5.6,6.7
2024-07-05 05:00:00,0.09,0.244,2.5,52.4,8.8,7.3,6.9
2024-07-05 06:00:00,0.09,0.259,5.0,47.6,10.2,8.0,6.3
2024-07-05 07:00:00,0.38,0.305,4.0,53.1,11.2,7.9,6.7
2024-07-05 08:00:00,0.15,0.249,2.8,61.0,11.3,7.2,6.5
2024-07-05 09:00:00,0.07,0.242,2.9,67.2,10.5,6.4,6.3
2024-07-05 10:00:00,0.11,0.228,3.4,70.5,13.2,7.0,6.1
2024-07-05 11:00:00,0.08,0.232,3.5,73.9,13.1,7.2,6.2
2024-07-05 12:00:00,0.07,0.25,3.7,75.2,13.4,7.4,6.0
2024-07-05 13:00:00,0.09,0.241,4.1,82.5,13.3,7.0,6.2
2024-07-05 14:00:00,0.08,0.239,4.4,88.2,14.3,6.6,6.1
2024-07-05 15:00:00,0.09,0.229,5.5,88.0,19.3,7.5,6.1
2024-07-05 16:00:00,0.11,0.235,4.0,89.6,12.7,7.2,6.5
2024-07-05 17:00:00,0.14,0.243,5.7,88.2,12.2,7.3,6.4
2024-07-05 18:00:00,0.12,0.254,6.8,89.3,11.5,7.4,6.7
2024-07-05 19:00:00,0.13,0.253,9.0,85.1,11.2,7.7,6.8
2024-07-05 20:00:00,0.15,0.263,12.9,78.6,9.7,7.3,8.4
2024-07-05 21:00:00,0.21,0.301,15.6,69.7,10.3,7.8,6.7
2024-07-05 22:00:00,0.28,0.285,15.7,60.6,11.2,8.9,6.6
2024-07-05 23:00:00,0.26,0.283,15.0,52.5,11.2,9.1,6.5
2024-07-06 00:00:00,0.25,0.276,10.1,46.3,11.7,9.5,6.1
2024-07-06 01:00:00,0.21,0.258,8.6,47.4,12.2,9.8,6.2
2024-07-06 02:00:00,0.23,0.262,10.6,43.9,12.6,10.3,6.5
2024-07-06 03:00:00,0.28,0.249,10.1,33.8,12.5,10.4,6.4
2024-07-06 04:00:00,0.29,0.252,10.6,38.1,14.7,11.8,6.4
2024-07-06 05:00:00,0.28,0.258,10.3,46.0,16.2,12.7,6.2
2024-07-06 06:00:00,0.27,0.26,10.2,50.3,17.0,12.3,6.2
2024-07-06 07:00:00,0.21,0.25,8.6,58.8,16.3,10.3,8.7
2024-07-06 08:00:00,0.2,0.246,8.1,67.1,15.6,8.8,10.7
2024-07-06 09:00:00,0.13,0.24,5.0,80.0,12.5,7.4,7.6
2024-07-06 10:00:00,0.12,0.222,4.8,83.4,13.8,7.4,6.6
2024-07-06 11:00:00,0.12,0.236,4.5,85.8,13.7,7.1,6.6
2024-07-06 12:00:00,0.11,0.226,4.7,87.3,13.6,6.9,6.1
2024-07-06 13:00:00,0.12,0.247,4.2,88.4,13.2,6.6,6.0
2024-07-06 14:00:00,0.12,0.248,4.8,82.0,11.7,5.7,6.5
2024-07-06 15:00:00,0.11,0.249,4.0,82.3,11.6,5.8,7.2
2024-07-06 16:00:00,0.11,0.239,4.0,86.3,12.9,5.8,7.2
2024-07-06 17:00:00,0.1,0.231,4.2,88.4,12.8,5.8,7.2
2024-07-06 18:00:00,0.11,0.243,5.0,92.0,13.8,6.2,7.6
2024-07-06 19:00:00,0.14,0.249,5.8,94.4,14.5,6.7,7.9
2024-07-06 20:00:00,0.16,0.251,7.2,92.2,14.3,7.1,7.6
2024-07-06 21:00:00,0.19,0.285,8.4,93.9,13.9,7.8,7.3
2024-07-06 22:00:00,0.23,0.269,6.8,92.5,14.8,8.5,7.2
2024-07-06 23:00:00,0.2,0.266,5.1,88.6,15.9,8.9,7.2
2024-07-07 00:00:00,0.2,0.266,4.2,85.9,15.9,8.6,7.6
2024-07-07 01:00:00,0.19,0.268,4.5,82.6,16.2,8.2,7.9
2024-07-07 02:00:00,0.19,0.249,4.1,81.4,14.6,7.7,7.3
2024-07-07 03:00:00,0.18,0.262,4.1,76.9,14.5,7.9,7.3
2024-07-07 04:00:00,0.19,0.274,4.7,72.3,14.3,8.3,7.5
2024-07-07 05:00:00,0.21,0.264,6.5,68.7,14.0,8.3,8.3
2024-07-07 06:00:00,0.17,0.254,3.2,77.5,10.6,7.3,7.1
2024-07-07 07:00:00,0.13,0.266,3.3,71.1,10.2,8.0,5.7
2024-07-07 08:00:00,0.12,0.252,5.2,55.2,10.9,9.1,6.9
2024-07-07 09:00:00,0.15,0.266,5.5,52.1,11.2,9.8,6.5
2024-07-07 10:00:00,0.13,0.256,4.3,55.3,10.3,8.6,6.3
2024-07-07 11:00:00,0.09,0.24,3.0,62.4,8.8,6.7,6.4
2024-07-07 12:00:00,0.08,0.222,2.5,72.8,12.0,7.5,6.3
2024-07-07 13:00:00,0.08,0.222,2.3,73.1,12.3,7.7,6.0
2024-07-07 14:00:00,0.08,0.217,2.4,74.2,11.7,7.5,6.3
2024-07-07 15:00:00,0.08,0.234,2.5,74.3,12.0,7.4,5.7
2024-07-07 16:00:00,0.08,0.211,2.6,79.1,11.8,6.3,5.3
2024-07-07 17:00:00,0.1,0.23,3.7,79.7,13.3,6.6,5.9
2024-07-07 18:00:00,0.1,0.232,3.5,81.2,12.8,6.4,5.7
2024-07-07 19:00:00,0.09,0.249,5.3,81.3,11.9,5.8,5.5
2024-07-07 20:00:00,0.17,0.274,12.0,66.6,12.3,6.4,5.9
2024-07-07 21:00:00,0.48,0.296,27.3,38.0,17.4,8.3,5.8
2024-07-07 22:00:00,0.49,0.321,27.7,28.6,13.0,8.4,5.8
2024-07-07 23:00:00,0.35,0.263,8.4,45.2,11.6,8.4,5.6
2024-07-08 00:00:00,0.16,0.251,4.6,45.3,11.4,8.6,5.3
2024-07-08 01:00:00,0.13,0.247,5.0,44.1,12.9,10.0,5.4
2024-07-08 02:00:00,0.15,0.248,4.8,41.5,12.9,10.1,5.4
2024-07-08 03:00:00,0.2,0.253,6.7,38.4,22.5,19.5,5.6
2024-07-08 04:00:00,0.17,0.25,7.7,30.3,16.8,13.8,5.5
2024-07-08 05:00:00,0.22,0.271,13.1,22.6,22.3,18.2,5.5
2024-07-08 06:00:00,0.22,0.272,16.0,31.3,19.3,14.6,5.4
2024-07-08 07:00:00,0.22,0.279,12.0,40.2,15.2,9.2,5.6
2024-07-08 08:00:00,0.27,0.258,10.0,58.1,17.2,8.0,5.4
2024-07-08 09:00:00,0.15,0.229,7.0,70.0,15.4,7.6,5.5
2024-07-08 10:00:00,0.14,0.224,6.2,75.3,14.2,6.9,5.0
